1,1336,4,0,0,0,1,1,0,1,0,11
3,0,4455,0,0,2,0,0,0,0,0,125
6,0,0,3238,33,0,0,2,1,0,0,58
10,0,1,13,5779,0,1,4,0,0,0,179
2,0,12,0,0,219,0,0,0,0,0,2
7,0,2,0,0,0,2982,31,0,0,0,292
8,1,0,4,73,0,1,2950,0,1,27,221
4,0,0,0,0,0,0,0,2261,0,0,269
5,0,3,0,0,0,0,0,0,1815,0,904
9,0,0,0,0,0,0,0,0,0,0,76
0,117,625,924,1174,36,559,376,351,211,356,0
0,15,24,29,33,23,3,19,4,14,17,0
