3,4317,0,2,0,0,0,0,0,0,0,62
2,6,1309,0,0,0,1,1,0,0,0,13
1,13,0,216,0,0,0,0,0,0,0,0
6,0,0,0,285,0,3,0,13,0,0,3
4,0,0,0,0,2285,0,0,0,0,0,269
5,0,0,0,0,0,1749,0,1,0,1,856
0,766,145,39,98,328,275,3543,3350,4179,7058,0
0,24,15,23,17,4,14,3,19,29,33,0
