4,2396,0,0,0,0,0,1,133
6,0,3065,0,0,0,0,0,267
2,0,0,206,2,0,0,0,25
3,0,0,0,3967,0,0,271,344
1,0,0,0,4,1155,0,3,192
5,0,0,0,0,0,1468,5,1249
7,0,0,0,2,0,0,10,3295
10,0,0,0,2,0,2,2,5971
9,59,0,0,0,0,0,0,17
8,0,0,0,0,0,0,0,3278
0,101,589,8,137,4,23,3490,0
0,5,7,1,4,3,2,6,0
