4,2490,0,0,0,0,0,40
1,0,1306,0,2,0,0,46
2,0,0,224,0,0,0,9
3,0,0,1,4252,0,0,329
5,0,0,0,0,2494,0,228
8,0,0,0,0,1,16,3261
10,0,0,0,1,3,0,5973
9,0,0,0,0,0,0,76
7,0,0,0,1,0,0,3306
6,0,0,0,0,1,0,3331
0,64,24,4,125,108,288,0
0,4,2,1,3,5,6,0
