2,1469,0,0,0,0,0,24
3,0,1128,0,0,0,0,31
5,0,0,2415,0,0,0,141
4,0,5,0,3874,5,0,230
1,0,0,0,0,198,0,16
6,1,3,2,273,0,1,3502
7,1,0,0,2,0,0,3651
0,1136,194,137,232,26,303,0
0,5,2,4,3,1,6,0
