-50, -48
-30, -44
-26, -28
-28, -32
-28, -48
-28, -40
-26, -36
-26, -44
-18, -20
-22, -28
-24, -32
-24, -48
-24, -40
-16, -16
-12, -16
-22, -36
-22, -44
-20, -24
-18, -28
-20, -32
-20, -48
-20, -40
-10, -12
-14, -20
-18, -36
-18, -44
-16, -24
-14, -28
-16, -32
-16, -48
-16, -40
-6, -12
-10, -20
-14, -36
-14, -44
-12, -24
-10, -28
-12, -32
-12, -48
-12, -40
-8, -16
-6, -20
-10, -36
-10, -44
-8, -24
-6, -28
-8, -32
-8, -48
-8, -40
-4, -8
-2, -4
-6, -36
-6, -44
-4, -16
-4, -24
-4, -32
-4, -48
-4, -40
-2, -12
-2, -20
-2, -36
-2, -44
-2, -28
0, -16
0, -32
0, -48
0, -40
0, -24
2, -28
2, -44
2, -36
2, -20
2, -12
4, -40
4, -48
4, -32
4, -24
4, -16
6, -44
6, -36
0, -8
4, -8
8, -40
8, -48
8, -32
6, -28
8, -24
10, -44
10, -36
6, -20
8, -16
12, -40
12, -48
12, -32
10, -28
12, -24
14, -44
14, -36
10, -20
6, -12
16, -40
16, -48
16, -32
14, -28
16, -24
18, -44
18, -36
14, -20
10, -12
20, -40
20, -48
20, -32
18, -28
20, -24
22, -44
22, -36
12, -16
16, -16
24, -40
24, -48
24, -32
22, -28
18, -20
26, -44
26, -36
28, -40
28, -48
28, -32
26, -28
30, -44
32, -40
30, -36
34, -36
36, -32
32, -32
38, -28
34, -28
30, -28
32, -24
36, -24
40, -24
28, -24
24, -24
22, -20
26, -20
30, -20
34, -20
38, -20
42, -20
20, -16
24, -16
28, -16
32, -16
36, -16
40, -16
44, -16
8, -8
14, -12
18, -12
22, -12
26, -12
30, -12
34, -12
38, -12
42, -12
46, -12
12, -8
16, -8
20, -8
24, -8
28, -8
32, -8
36, -8
40, -8
44, -8
48, -8
14, -4
18, -4
22, -4
26, -4
30, -4
34, -4
38, -4
42, -4
46, -4
50, -4
10, -4
6, -4
2, -4
4, 0
12, 0
20, 0
28, 0
36, 0
44, 0
52, 0
48, 0
40, 0
32, 0
24, 0
16, 0
8, 0
2, 4
6, 4
10, 4
50, 4
46, 4
42, 4
38, 4
34, 4
30, 4
26, 4
22, 4
18, 4
14, 4
48, 8
44, 8
40, 8
36, 8
32, 8
28, 8
24, 8
20, 8
16, 8
12, 8
46, 12
42, 12
38, 12
34, 12
30, 12
26, 12
22, 12
18, 12
14, 12
8, 8
44, 16
40, 16
36, 16
32, 16
28, 16
24, 16
20, 16
42, 20
38, 20
34, 20
30, 20
26, 20
22, 20
24, 24
28, 24
40, 24
36, 24
32, 24
30, 28
34, 28
38, 28
32, 32
36, 32
34, 36
32, 40
30, 36
30, 44
26, 28
28, 32
28, 48
28, 40
26, 36
26, 44
18, 20
22, 28
24, 32
24, 48
24, 40
16, 16
12, 16
22, 36
22, 44
20, 24
18, 28
20, 32
20, 48
20, 40
10, 12
14, 20
18, 36
18, 44
16, 24
14, 28
16, 32
16, 48
16, 40
6, 12
10, 20
14, 36
14, 44
12, 24
10, 28
12, 32
12, 48
12, 40
8, 16
6, 20
10, 36
10, 44
8, 24
6, 28
8, 32
8, 48
8, 40
4, 8
0, 8
6, 36
6, 44
4, 16
4, 24
4, 32
4, 48
4, 40
2, 12
2, 20
2, 36
2, 44
2, 28
0, 24
0, 40
0, 48
0, 32
0, 16
-2, 28
-2, 44
-2, 36
-2, 20
-2, 12
-4, 40
-4, 48
-4, 32
-4, 24
-4, 16
-6, 44
-6, 36
-2, 4
-4, 8
-8, 40
-8, 48
-8, 32
-6, 28
-8, 24
-10, 44
-10, 36
-6, 20
-8, 16
-12, 40
-12, 48
-12, 32
-10, 28
-12, 24
-14, 44
-14, 36
-10, 20
-6, 12
-16, 40
-16, 48
-16, 32
-14, 28
-16, 24
-18, 44
-18, 36
-14, 20
-10, 12
-20, 40
-20, 48
-20, 32
-18, 28
-20, 24
-22, 44
-22, 36
-12, 16
-16, 16
-24, 40
-24, 48
-24, 32
-22, 28
-18, 20
-26, 44
-26, 36
-28, 40
-28, 48
-28, 32
-26, 28
-30, 44
-32, 40
-34, 36
-30, 36
-36, 32
-32, 32
-38, 28
-34, 28
-30, 28
-32, 24
-36, 24
-40, 24
-28, 24
-24, 24
-22, 20
-26, 20
-30, 20
-34, 20
-38, 20
-42, 20
-20, 16
-24, 16
-28, 16
-32, 16
-36, 16
-40, 16
-44, 16
-8, 8
-14, 12
-18, 12
-22, 12
-26, 12
-30, 12
-34, 12
-38, 12
-42, 12
-46, 12
-12, 8
-16, 8
-20, 8
-24, 8
-28, 8
-32, 8
-36, 8
-40, 8
-44, 8
-48, 8
-14, 4
-18, 4
-22, 4
-26, 4
-30, 4
-34, 4
-38, 4
-42, 4
-46, 4
-50, 4
-10, 4
-6, 4
0, 0
-8, 0
-16, 0
-24, 0
-32, 0
-40, 0
-48, 0
-52, 0
-44, 0
-36, 0
-28, 0
-20, 0
-12, 0
-4, 0
-6, -4
-10, -4
-50, -4
-46, -4
-42, -4
-38, -4
-34, -4
-30, -4
-26, -4
-22, -4
-18, -4
-14, -4
-48, -8
-44, -8
-40, -8
-36, -8
-32, -8
-28, -8
-24, -8
-20, -8
-16, -8
-12, -8
-46, -12
-42, -12
-38, -12
-34, -12
-30, -12
-26, -12
-22, -12
-18, -12
-14, -12
-8, -8
-44, -16
-40, -16
-36, -16
-32, -16
-28, -16
-24, -16
-20, -16
-42, -20
-38, -20
-34, -20
-30, -20
-26, -20
-22, -20
-24, -24
-28, -24
-40, -24
-36, -24
-32, -24
-30, -28
-34, -28
-38, -28
-32, -32
-36, -32
-30, -36
-34, -36
-32, -40
